songId,type,difficulty,noteCounts.tap,noteCounts.hold,noteCounts.slide,noteCounts.touch,noteCounts.break,noteCounts.total,noteDesigner
ウマイネームイズうまみちゃん,dx,basic,60,11,3,12,3,89,-
ウマイネームイズうまみちゃん,dx,advanced,200,15,13,9,4,241,-
ウマイネームイズうまみちゃん,dx,expert,241,47,36,21,16,361,ロシェ@ペンギン
ウマイネームイズうまみちゃん,dx,master,380,14,109,22,19,544,ロシェ@ペンギン
ウミユリ海底譚,std,basic,164,6,2,NULL,8,180,-
ウミユリ海底譚,std,advanced,336,34,6,NULL,4,380,-
ウミユリ海底譚,std,expert,386,39,22,NULL,16,463,某S氏
ウミユリ海底譚,std,master,648,21,76,NULL,14,759,はっぴー
ウルトラトレーラー,dx,basic,212,13,4,7,5,241,-
ウルトラトレーラー,dx,advanced,368,14,8,15,3,408,-
ウルトラトレーラー,dx,expert,387,65,42,56,86,636,サファ太
ウルトラトレーラー,dx,master,676,18,140,113,80,1027,はっぴー
エイプリルスター,dx,basic,213,13,3,6,6,241,-
エイプリルスター,dx,advanced,310,25,12,13,3,363,-
エイプリルスター,dx,expert,433,44,48,4,45,574,みそかつ侍
エイプリルスター,dx,master,649,64,98,9,32,852,Jack
エゴロック,dx,basic,150,8,2,7,3,170,-
エゴロック,dx,advanced,223,28,3,13,4,271,-
エゴロック,dx,expert,367,30,18,27,24,466,畳返し
エゴロック,dx,master,425,48,127,21,69,690,はっぴー
エスオーエス,dx,basic,170,14,8,8,8,208,-
エスオーエス,dx,advanced,344,22,4,24,8,402,-
エスオーエス,dx,expert,496,40,49,23,89,697,鳩ホルダー
エスオーエス,dx,master,659,21,188,67,47,982,はっぴー
エテルニタス・ルドロジー,std,basic,215,9,10,NULL,6,240,-
エテルニタス・ルドロジー,std,advanced,352,24,10,NULL,4,390,-
エテルニタス・ルドロジー,std,expert,427,59,40,NULL,8,534,Jack
エテルニタス・ルドロジー,std,master,660,42,110,NULL,16,828,某S氏
エナドリおいしいソング,dx,basic,137,15,4,12,7,175,-
エナドリおいしいソング,dx,advanced,280,19,6,30,8,343,-
エナドリおいしいソング,dx,expert,372,60,33,5,39,509,翠楼屋
エナドリおいしいソング,dx,master,510,23,90,8,46,677,はっぴー
エピクロスの虹はもう見えない,std,basic,96,7,6,NULL,3,112,-
エピクロスの虹はもう見えない,std,advanced,137,17,13,NULL,9,176,-
エピクロスの虹はもう見えない,std,expert,184,39,26,NULL,15,264,mai-Star
エピクロスの虹はもう見えない,std,master,357,26,72,NULL,9,464,某S氏
エピクロスの虹はもう見えない,std,remaster,204,130,94,NULL,16,444,rioN
エンジェル ドリーム,dx,basic,174,18,4,18,4,218,-
エンジェル ドリーム,dx,advanced,309,19,12,7,8,355,-
エンジェル ドリーム,dx,expert,407,44,48,21,19,539,Luxizhel
エンジェル ドリーム,dx,master,592,56,101,24,61,834,サファ太
エンドマークに希望と涙を添えて,std,basic,215,19,4,NULL,6,244,-
エンドマークに希望と涙を添えて,std,advanced,453,45,11,NULL,14,523,-
エンドマークに希望と涙を添えて,std,expert,577,72,49,NULL,4,702,はっぴー
エンドマークに希望と涙を添えて,std,master,898,42,137,NULL,28,1105,小鳥遊さん
エンヴィーベイビー,dx,basic,107,16,4,12,2,141,-
エンヴィーベイビー,dx,advanced,297,12,10,19,6,344,-
エンヴィーベイビー,dx,expert,363,81,31,53,40,568,隅田川星人
エンヴィーベイビー,dx,master,517,64,93,73,29,776,翠楼屋
エータ・ベータ・イータ,dx,basic,263,13,4,24,5,309,-
エータ・ベータ・イータ,dx,advanced,314,28,22,20,7,391,-
エータ・ベータ・イータ,dx,expert,494,78,39,20,23,654,Jack
エータ・ベータ・イータ,dx,master,857,29,29,66,73,1054,チャン@DP皆伝
オシオキGIMMICK!!,dx,basic,192,12,4,11,2,221,-
オシオキGIMMICK!!,dx,advanced,318,22,6,28,2,376,-
オシオキGIMMICK!!,dx,expert,480,49,41,15,41,626,サファ太
オシオキGIMMICK!!,dx,master,568,32,153,50,29,832,はっぴー
オトヒメモリー☆ウタゲーション,std,basic,199,18,6,NULL,3,226,-
オトヒメモリー☆ウタゲーション,std,advanced,286,20,25,NULL,14,345,-
オトヒメモリー☆ウタゲーション,std,expert,394,40,70,NULL,24,528,小鳥遊さん
オトヒメモリー☆ウタゲーション,std,master,492,59,115,NULL,37,703,ぴちネコ
オパ! オパ! RACER -GMT mashup-,std,basic,135,17,6,NULL,4,162,-
オパ! オパ! RACER -GMT mashup-,std,advanced,266,6,13,NULL,14,299,-
オパ! オパ! RACER -GMT mashup-,std,expert,287,12,68,NULL,11,378,Jack
オパ! オパ! RACER -GMT mashup-,std,master,451,37,49,NULL,21,558,チャン@DP皆伝
オモイヨシノ,std,basic,156,14,6,NULL,6,182,-
オモイヨシノ,std,advanced,306,17,18,NULL,31,372,-
オモイヨシノ,std,expert,438,39,33,NULL,24,534,mai-Star
オモイヨシノ,std,master,497,56,110,NULL,12,675,mai-Star
オリフィス,dx,basic,112,14,7,6,2,141,-
オリフィス,dx,advanced,257,35,16,17,8,333,-
オリフィス,dx,expert,368,66,31,34,32,531,華火職人
オリフィス,dx,master,581,64,101,36,9,791,はっぴー
オレンジの夏,std,basic,157,15,5,NULL,2,179,-
オレンジの夏,std,advanced,154,49,7,NULL,1,211,-
オレンジの夏,std,expert,221,31,16,NULL,7,275,ニャイン
オレンジの夏,std,master,293,33,29,NULL,16,371,ニャイン
オーケー？　オーライ！,dx,basic,151,9,5,6,1,172,-
オーケー？　オーライ！,dx,advanced,276,26,18,8,10,338,-
オーケー？　オーライ！,dx,expert,322,109,24,10,33,498,はっぴー
オーケー？　オーライ！,dx,master,540,26,139,36,11,752,はっぴー
オーディエンスを沸かす程度の能力 feat.タイツォン,std,basic,126,4,4,NULL,6,140,-
オーディエンスを沸かす程度の能力 feat.タイツォン,std,advanced,215,47,10,NULL,11,283,-
オーディエンスを沸かす程度の能力 feat.タイツォン,std,expert,322,48,21,NULL,14,405,はっぴー
オーディエンスを沸かす程度の能力 feat.タイツォン,std,master,520,15,139,NULL,34,708,Jack
オーバーライド,dx,basic,219,9,4,8,6,246,-
オーバーライド,dx,advanced,344,17,8,26,5,400,-
オーバーライド,dx,expert,385,94,30,9,53,571,サファ太
オーバーライド,dx,master,638,39,155,9,38,879,Luxizhel
カゲロウデイズ,std,basic,120,12,5,NULL,10,147,-
カゲロウデイズ,std,advanced,96,32,18,NULL,4,150,-
カゲロウデイズ,std,expert,304,78,18,NULL,5,405,はっぴー
カゲロウデイズ,std,master,380,70,30,NULL,21,501,ニャイン
カゲロウデイズ,std,remaster,688,8,169,NULL,11,876,はっぴー
カラッポ・ノンフィクション,dx,basic,102,16,10,16,2,146,-
カラッポ・ノンフィクション,dx,advanced,170,34,13,21,2,240,-
カラッポ・ノンフィクション,dx,expert,236,109,27,19,11,402,はっぴー
カラッポ・ノンフィクション,dx,master,631,46,96,46,8,827,Jack
カラフル×メロディ,std,basic,161,8,7,NULL,8,184,-
カラフル×メロディ,std,advanced,274,18,10,NULL,4,306,-
カラフル×メロディ,std,expert,335,34,32,NULL,26,427,華火職人
カラフル×メロディ,std,master,423,39,96,NULL,4,562,はっぴー
カーニバルハッピー,dx,basic,182,12,7,5,14,220,-
カーニバルハッピー,dx,advanced,305,10,15,31,10,371,-
カーニバルハッピー,dx,expert,595,88,28,13,26,750,はっぴー
カーニバルハッピー,dx,master,697,79,125,122,26,1049,Jack
ガラテアの螺旋,std,basic,186,6,1,NULL,4,197,-
ガラテアの螺旋,std,advanced,261,32,10,NULL,4,307,-
ガラテアの螺旋,std,expert,493,17,46,NULL,5,561,rioN
ガラテアの螺旋,std,master,747,27,75,NULL,10,859,チャン@DP皆伝
ガラテアの螺旋,std,remaster,676,120,93,NULL,10,899,サファ太
ガランド,dx,basic,99,5,3,17,4,128,-
ガランド,dx,advanced,194,10,21,23,4,252,-
ガランド,dx,expert,250,50,6,63,8,377,某S氏
ガランド,dx,master,439,9,80,92,5,625,はっぴー
キズナの物語,std,basic,93,17,4,NULL,5,119,-
キズナの物語,std,advanced,147,14,30,NULL,12,203,-
キズナの物語,std,expert,212,20,27,NULL,12,271,Jack
キズナの物語,std,master,196,10,140,NULL,10,356,はっぴー
キミとボクのミライ,std,basic,132,7,5,NULL,2,146,-
キミとボクのミライ,std,advanced,263,8,17,NULL,6,294,-
キミとボクのミライ,std,expert,285,33,50,NULL,10,378,某S氏
キミとボクのミライ,std,master,414,12,87,NULL,4,517,緑風 犬三郎
キミとボクのミライ,std,remaster,455,34,96,NULL,18,603,Jack
キミノヨゾラ哨戒班,std,basic,171,12,8,NULL,4,195,-
キミノヨゾラ哨戒班,std,advanced,325,16,11,NULL,1,353,-
キミノヨゾラ哨戒班,std,expert,418,34,51,NULL,29,532,ぴちネコ
キミノヨゾラ哨戒班,std,master,603,27,96,NULL,15,741,Revo@LC
キャットラビング,dx,basic,78,10,9,16,2,115,-
キャットラビング,dx,advanced,185,20,12,26,14,257,-
キャットラビング,dx,expert,244,62,18,32,12,368,畳返し
キャットラビング,dx,master,399,38,54,106,28,625,アマリリス
キャプテン・ムラサのケツアンカー,std,basic,145,10,2,NULL,7,164,-
キャプテン・ムラサのケツアンカー,std,advanced,209,14,9,NULL,4,236,-
キャプテン・ムラサのケツアンカー,std,expert,275,30,37,NULL,19,361,某S氏
キャプテン・ムラサのケツアンカー,std,master,430,16,93,NULL,34,573,はっぴー
キュートなカノジョ,dx,basic,107,13,6,17,5,148,-
キュートなカノジョ,dx,advanced,212,21,10,25,11,279,-
キュートなカノジョ,dx,expert,341,34,27,26,18,446,翠楼屋
キュートなカノジョ,dx,master,468,47,106,11,48,680,はっぴー
キラメキ居残り大戦争,dx,basic,136,17,2,16,2,173,-
キラメキ居残り大戦争,dx,advanced,270,42,24,22,8,366,-
キラメキ居残り大戦争,dx,expert,434,48,29,25,32,568,サファ太
キラメキ居残り大戦争,dx,master,536,38,135,41,48,798,はっぴー
キリキリ舞Mine,dx,basic,117,27,10,12,2,168,-
キリキリ舞Mine,dx,advanced,284,59,10,17,5,375,-
キリキリ舞Mine,dx,expert,364,75,46,59,22,566,サファ太
キリキリ舞Mine,dx,master,673,44,96,50,16,879,某S氏
キレキャリオン,std,basic,239,6,8,NULL,2,255,-
キレキャリオン,std,advanced,221,24,19,NULL,3,267,-
キレキャリオン,std,expert,423,42,41,NULL,2,508,はっぴー
キレキャリオン,std,master,556,53,89,NULL,17,715,Moon Strix
ギリギリ最強あいまいみー！,std,basic,166,14,5,NULL,3,188,-
ギリギリ最強あいまいみー！,std,advanced,249,28,10,NULL,26,313,-
ギリギリ最強あいまいみー！,std,expert,297,47,44,NULL,26,414,玉子豆腐
ギリギリ最強あいまいみー！,std,master,531,49,127,NULL,48,755,Revo@LC
クノイチでも恋がしたい,std,basic,225,21,10,NULL,10,266,-
クノイチでも恋がしたい,std,advanced,331,10,15,NULL,7,363,-
クノイチでも恋がしたい,std,expert,536,32,34,NULL,24,626,如月 ゆかり
クノイチでも恋がしたい,std,master,678,9,148,NULL,20,855,しろいろ
クレイジークレイジーダンサーズ,std,basic,186,13,5,NULL,11,215,-
クレイジークレイジーダンサーズ,std,advanced,307,20,11,NULL,58,396,-
クレイジークレイジーダンサーズ,std,expert,340,62,59,NULL,49,510,サファ太
クレイジークレイジーダンサーズ,std,master,459,31,105,NULL,11,606,緑風 犬三郎
クレイジークレイジーダンサーズ,std,remaster,469,27,113,NULL,185,794,小鳥遊さん
クレイジー・ビート,dx,basic,128,9,2,8,5,152,-
クレイジー・ビート,dx,advanced,192,23,4,38,8,265,-
クレイジー・ビート,dx,expert,247,110,40,20,16,433,華火職人
クレイジー・ビート,dx,master,475,50,76,26,25,652,シチミヘルツ
クローバー♣クラブ,std,basic,123,22,7,NULL,3,155,-
クローバー♣クラブ,std,advanced,291,5,23,NULL,5,324,-
クローバー♣クラブ,std,expert,352,31,39,NULL,7,429,Jack
クローバー♣クラブ,std,master,380,23,146,NULL,20,569,ロシェ@ペンギン
クーネル・エンゲイザー,dx,basic,183,10,4,8,5,210,-
クーネル・エンゲイザー,dx,advanced,310,14,8,14,4,350,-
クーネル・エンゲイザー,dx,expert,303,75,33,18,52,481,サファ太
クーネル・エンゲイザー,dx,master,390,49,130,32,43,644,はっぴー
グッバイ宣言,dx,basic,98,12,4,5,4,123,-
グッバイ宣言,dx,advanced,295,12,12,5,4,328,-
グッバイ宣言,dx,expert,384,81,22,21,11,519,Jack
グッバイ宣言,dx,master,473,58,135,7,10,683,はっぴー
グラーヴェ,dx,basic,101,15,5,6,2,129,-
グラーヴェ,dx,advanced,148,29,11,39,2,229,-
グラーヴェ,dx,expert,338,40,38,24,12,452,はっぴー
グラーヴェ,dx,master,500,31,93,48,6,678,はっぴー
グリーンライツ・セレナーデ,dx,basic,129,6,2,4,4,145,-
グリーンライツ・セレナーデ,dx,advanced,324,16,6,13,10,369,-
グリーンライツ・セレナーデ,dx,expert,458,49,23,42,41,613,華火職人
グリーンライツ・セレナーデ,dx,master,568,17,137,128,11,861,はっぴー
ケロ⑨destiny,std,basic,170,7,1,NULL,4,182,-
ケロ⑨destiny,std,advanced,187,10,10,NULL,6,213,-
ケロ⑨destiny,std,expert,226,144,18,NULL,36,424,はっぴー
ケロ⑨destiny,std,master,458,70,62,NULL,32,622,某S氏
ケロ⑨destiny,dx,basic,151,8,5,9,5,178,-
ケロ⑨destiny,dx,advanced,184,35,13,16,7,255,-
ケロ⑨destiny,dx,expert,252,97,22,15,44,430,アマリリス
ケロ⑨destiny,dx,master,431,58,78,54,70,691,Redarrow
ココロ,std,basic,178,15,5,NULL,8,206,-
ココロ,std,advanced,264,38,19,NULL,6,327,-
ココロ,std,expert,295,58,58,NULL,5,416,はっぴー
ココロ,std,master,366,48,142,NULL,10,566,rioN
ココロスキャンのうた,std,basic,113,22,4,NULL,3,142,-
ココロスキャンのうた,std,advanced,207,21,12,NULL,7,247,-
ココロスキャンのうた,std,expert,371,53,22,NULL,22,468,mai-Star
ココロスキャンのうた,std,master,510,56,42,NULL,16,624,ニャイン
コスモポップファンクラブ,dx,basic,132,10,4,5,13,164,-
コスモポップファンクラブ,dx,advanced,188,21,9,26,22,266,-
コスモポップファンクラブ,dx,expert,358,86,37,111,15,607,隅田川星人
コスモポップファンクラブ,dx,master,621,54,66,132,30,903,隅田川星人
コトバ・カラフル,std,basic,70,6,6,NULL,2,84,-
コトバ・カラフル,std,advanced,144,11,9,NULL,6,170,-
コトバ・カラフル,std,expert,234,17,9,NULL,15,275,mai-Star
コトバ・カラフル,std,master,459,3,53,NULL,60,575,はっぴー
コンティニュー！ feat. 藍月なくる,dx,basic,167,12,6,19,7,211,-
コンティニュー！ feat. 藍月なくる,dx,advanced,249,33,11,27,4,324,-
コンティニュー！ feat. 藍月なくる,dx,expert,401,49,21,27,55,553,サファ太
コンティニュー！ feat. 藍月なくる,dx,master,606,60,80,80,71,897,みそかつ侍
ゴーゴー幽霊船,std,basic,103,16,1,NULL,4,124,-
ゴーゴー幽霊船,std,advanced,223,53,1,NULL,9,286,-
ゴーゴー幽霊船,std,expert,239,61,40,NULL,8,348,はっぴー
ゴーゴー幽霊船,std,master,270,94,18,NULL,19,401,ニャイン
ゴーゴー幽霊船,dx,basic,102,9,4,7,2,124,-
ゴーゴー幽霊船,dx,advanced,210,16,4,28,6,264,-
ゴーゴー幽霊船,dx,expert,334,45,33,5,15,432,Luxizhel
ゴーゴー幽霊船,dx,master,309,41,101,72,20,543,鳩ホルダー
ゴーストルール,std,basic,200,9,10,NULL,4,223,-
ゴーストルール,std,advanced,297,53,26,NULL,8,384,-
ゴーストルール,std,expert,428,70,12,NULL,21,531,畳返し
ゴーストルール,std,master,501,36,138,NULL,14,689,しろいろ
ゴーストルール,dx,basic,99,12,2,14,3,130,-
ゴーストルール,dx,advanced,240,36,18,9,8,311,-
ゴーストルール,dx,expert,314,75,15,51,53,508,サファ太
ゴーストルール,dx,master,444,75,106,30,18,673,Jack
サイエンス,dx,basic,162,13,8,8,4,195,-
サイエンス,dx,advanced,356,12,6,26,4,404,-
サイエンス,dx,expert,359,72,47,42,12,532,はっぴー
サイエンス,dx,master,530,61,93,32,34,750,サファ太
サイバーサンダーサイダー,dx,basic,154,12,4,7,7,184,-
サイバーサンダーサイダー,dx,advanced,185,16,10,26,6,243,-
サイバーサンダーサイダー,dx,expert,277,116,30,23,20,466,鳩ホルダー
サイバーサンダーサイダー,dx,master,502,70,55,50,93,770,みぞれヤナギ & サファ太
サウンド,std,basic,209,1,5,NULL,7,222,-
サウンド,std,advanced,260,16,12,NULL,10,298,-
サウンド,std,expert,320,57,14,NULL,1,392,はっぴー
サウンド,std,master,501,21,108,NULL,12,642,Jack
サウンドプレイヤー,dx,basic,170,11,4,7,6,198,-
サウンドプレイヤー,dx,advanced,261,13,9,27,4,314,-
サウンドプレイヤー,dx,expert,380,65,44,8,22,519,鳩ホルダー
サウンドプレイヤー,dx,master,551,73,73,107,33,837,サファ太
サドマミホリック,std,basic,281,14,6,NULL,7,308,-
サドマミホリック,std,advanced,343,40,16,NULL,34,433,-
サドマミホリック,std,expert,429,79,48,NULL,24,580,小鳥遊さん
サドマミホリック,std,master,581,32,130,NULL,18,761,緑風 犬三郎
サドマミホリック,std,remaster,767,19,146,NULL,45,977,玉子豆腐
サヨナラチェーンソー,dx,basic,112,12,7,12,9,152,-
サヨナラチェーンソー,dx,advanced,287,9,11,21,8,336,-
サヨナラチェーンソー,dx,expert,357,85,43,35,14,534,はっぴー
サヨナラチェーンソー,dx,master,507,79,107,71,10,774,はっぴー
サヨナラフリーウェイ,dx,basic,110,11,5,6,1,133,-
サヨナラフリーウェイ,dx,advanced,232,18,13,16,9,288,-
サヨナラフリーウェイ,dx,expert,249,55,32,13,2,351,はっぴー
サヨナラフリーウェイ,dx,master,407,34,70,9,16,536,サファ太
サンバディ！,dx,basic,157,9,2,12,5,185,-
サンバディ！,dx,advanced,250,24,12,13,8,307,-
サンバディ！,dx,expert,311,19,31,31,50,442,サファ太
サンバディ！,dx,master,586,35,103,33,32,789,Jack
サンバランド,std,basic,140,5,4,NULL,11,160,-
サンバランド,std,advanced,232,23,8,NULL,12,275,-
サンバランド,std,expert,365,74,33,NULL,16,488,隅田川星人
サンバランド,std,master,392,6,201,NULL,38,637,はっぴー
サンバランド,dx,basic,88,6,4,6,8,112,-
サンバランド,dx,advanced,233,36,3,12,10,294,-
サンバランド,dx,expert,378,51,42,12,19,502,サファ太
サンバランド,dx,master,526,88,41,24,21,700,小鳥遊さん
ザムザ,dx,basic,85,12,4,4,6,111,-
ザムザ,dx,advanced,175,19,4,30,10,238,-
ザムザ,dx,expert,250,32,36,13,28,359,まぐランド
ザムザ,dx,master,442,68,53,41,30,634,Jack&アマリリス
シアトリカル・ケース,dx,basic,182,11,4,16,11,224,-
シアトリカル・ケース,dx,advanced,339,25,4,37,8,413,-
シアトリカル・ケース,dx,expert,437,90,38,27,23,615,某S氏
シアトリカル・ケース,dx,master,727,74,36,73,51,961,サファ太
シアワセうさぎ,std,basic,122,17,2,NULL,5,146,-
シアワセうさぎ,std,advanced,218,13,14,NULL,13,258,-
シアワセうさぎ,std,expert,223,40,23,NULL,5,291,はっぴー
シアワセうさぎ,std,master,343,41,44,NULL,7,435,某S氏
シエルブルーマルシェ,dx,basic,70,22,4,21,6,123,-
シエルブルーマルシェ,dx,advanced,210,27,13,23,2,275,-
シエルブルーマルシェ,dx,expert,251,67,31,38,7,394,某S氏
シエルブルーマルシェ,dx,master,370,70,81,27,17,565,はっぴー
シエルブルーマルシェ,dx,remaster,198,1,216,1,7,423,はっぴー
シカ色デイズ,dx,basic,99,7,4,6,6,122,-
シカ色デイズ,dx,advanced,182,12,4,28,4,230,-
シカ色デイズ,dx,expert,281,34,22,31,20,388,鳩ホルダー
シカ色デイズ,dx,master,275,24,113,52,31,495,はっぴー
シスターシスター,dx,basic,145,17,4,16,3,185,-
シスターシスター,dx,advanced,291,32,10,14,5,352,-
シスターシスター,dx,expert,282,63,44,69,38,496,鳩ホルダー
シスターシスター,dx,master,422,58,107,64,95,746,Luxizhel
シックスプラン,dx,basic,97,13,6,15,5,136,-
シックスプラン,dx,advanced,205,10,11,27,5,258,-
シックスプラン,dx,expert,264,52,22,18,19,375,サファ太
シックスプラン,dx,master,447,28,92,29,36,632,みそかつ侍
シャルル,std,basic,226,9,3,NULL,4,242,-
シャルル,std,advanced,269,26,18,NULL,13,326,-
シャルル,std,expert,301,54,30,NULL,11,396,LabiLabi
シャルル,std,master,445,36,69,NULL,39,589,すきやき奉行
シャルル,dx,basic,131,2,5,22,2,162,-
シャルル,dx,advanced,240,30,19,11,10,310,-
シャルル,dx,expert,285,50,14,28,8,385,はっぴー
シャルル,dx,master,361,15,60,82,6,524,はっぴー
シュガーホリック,dx,basic,128,22,4,22,4,180,-
シュガーホリック,dx,advanced,299,27,5,21,2,354,-
シュガーホリック,dx,expert,375,51,32,18,29,505,鳩ホルダー
シュガーホリック,dx,master,524,58,86,30,24,722,じゃこレモン
シリウスの輝きのように,dx,basic,127,15,2,6,3,153,-
シリウスの輝きのように,dx,advanced,227,12,11,35,1,286,-
シリウスの輝きのように,dx,expert,331,31,13,30,11,416,まぐランド
シリウスの輝きのように,dx,master,284,55,78,32,29,478,はっぴー
シリウスの輝きのように,dx,remaster,656,10,99,4,46,815,Luxizhel
ジェットブラック,dx,basic,180,12,10,6,4,212,-
ジェットブラック,dx,advanced,323,18,6,26,6,379,-
ジェットブラック,dx,expert,417,56,40,21,7,541,はっぴー
ジェットブラック,dx,master,548,65,113,30,52,808,じゃこレモン
ジェヘナ,dx,basic,79,15,4,12,5,115,-
ジェヘナ,dx,advanced,236,20,6,28,6,296,-
ジェヘナ,dx,expert,313,70,44,8,10,445,はっぴー
ジェヘナ,dx,master,635,54,65,18,41,813,みそかつ侍
ジャンキーナイトタウンオーケストラ,dx,basic,122,8,8,17,4,159,-
ジャンキーナイトタウンオーケストラ,dx,advanced,195,21,25,14,6,261,-
ジャンキーナイトタウンオーケストラ,dx,expert,357,85,31,44,6,523,はっぴー
ジャンキーナイトタウンオーケストラ,dx,master,619,58,77,29,35,818,翠楼屋
ジレンマ,dx,basic,129,12,6,11,3,161,-
ジレンマ,dx,advanced,338,16,18,23,15,410,-
ジレンマ,dx,expert,446,43,27,45,50,611,翠楼屋
ジレンマ,dx,master,623,78,80,66,27,874,ロシェ@ペンギン
ジンギスカン,std,basic,133,17,9,NULL,19,178,-
ジンギスカン,std,advanced,276,37,14,NULL,29,356,-
ジンギスカン,std,expert,356,54,28,NULL,64,502,サファ太
ジンギスカン,std,master,546,16,124,NULL,66,752,はっぴー
ジングルベル,std,basic,139,13,2,NULL,3,157,-
ジングルベル,std,advanced,149,26,5,NULL,5,185,-
ジングルベル,std,expert,282,18,18,NULL,14,332,譜面-100号
ジングルベル,std,master,564,27,37,NULL,20,648,チャン@DP皆伝
ジングルベル,std,remaster,450,63,124,NULL,100,737,チャン@DP皆伝
ジングルベル,dx,basic,144,12,3,6,10,175,-
ジングルベル,dx,advanced,242,9,6,23,4,284,-
ジングルベル,dx,expert,266,36,21,27,77,427,翠楼屋
ジングルベル,dx,master,377,99,26,302,125,929,舞舞10年ズ ～ファイナル～
スイートマジック,std,basic,146,5,3,NULL,7,161,-
スイートマジック,std,advanced,170,32,10,NULL,16,228,-
スイートマジック,std,expert,315,21,33,NULL,20,389,譜面-100号
スイートマジック,std,master,303,43,39,NULL,29,414,ニャイン
スターナイトスノウ,std,basic,204,4,10,NULL,6,224,-
スターナイトスノウ,std,advanced,356,7,14,NULL,4,381,-
スターナイトスノウ,std,expert,404,54,12,NULL,5,475,はっぴー
スターナイトスノウ,std,master,364,39,93,NULL,9,505,小鳥遊さん
スターリースカイ☆パレード,dx,basic,158,18,5,9,4,194,-
スターリースカイ☆パレード,dx,advanced,328,16,14,20,6,384,-
スターリースカイ☆パレード,dx,expert,415,50,33,57,26,581,小鳥遊さん
スターリースカイ☆パレード,dx,master,537,64,74,57,24,756,華火職人
スティールユー,dx,basic,162,22,8,8,2,202,-
スティールユー,dx,advanced,349,9,6,28,6,398,-
スティールユー,dx,expert,539,75,52,15,6,687,はっぴー
スティールユー,dx,master,731,28,152,59,31,1001,鳩ホルダー
ステップアンドライム,dx,basic,128,16,4,17,3,168,-
ステップアンドライム,dx,advanced,241,23,28,17,12,321,-
ステップアンドライム,dx,expert,368,79,33,14,7,501,はっぴー
ステップアンドライム,dx,master,605,83,75,57,23,843,Jack
ストリーミングハート,std,basic,157,10,3,NULL,3,173,-
ストリーミングハート,std,advanced,225,33,21,NULL,14,293,-
ストリーミングハート,std,expert,400,71,24,NULL,22,517,rioN
ストリーミングハート,std,master,594,45,93,NULL,10,742,Jack
スナネコのうた,dx,basic,98,2,4,8,5,117,-
スナネコのうた,dx,advanced,159,12,4,13,4,192,-
スナネコのうた,dx,expert,176,38,16,17,14,261,サファ太
スナネコのうた,dx,master,280,34,58,118,76,566,ぴちネコ
スピカの天秤,dx,basic,149,35,8,14,2,208,-
スピカの天秤,dx,advanced,291,29,34,17,7,378,-
スピカの天秤,dx,expert,574,50,23,89,11,747,はっぴー
スピカの天秤,dx,master,768,62,87,61,33,1011,翠楼屋
スリップフリップ,std,basic,184,10,4,NULL,2,200,-
スリップフリップ,std,advanced,384,8,33,NULL,11,436,-
スリップフリップ,std,expert,352,50,61,NULL,13,476,ロシェ@ペンギン
スリップフリップ,std,master,537,40,235,NULL,20,832,はっぴー
スロウダウナー,dx,basic,128,17,7,6,4,162,-
スロウダウナー,dx,advanced,251,18,9,26,8,312,-
スロウダウナー,dx,expert,405,44,13,26,8,496,シチミヘルツ
スロウダウナー,dx,master,484,82,91,36,14,707,はっぴー
スローアライズ,dx,basic,95,20,4,16,1,136,-
スローアライズ,dx,advanced,173,20,22,31,9,255,-
スローアライズ,dx,expert,310,41,39,30,8,428,シチミヘルツ
スローアライズ,dx,master,396,38,71,43,8,556,群青リコリス
スーパーシンメトリー,dx,basic,246,10,1,6,4,267,-
スーパーシンメトリー,dx,advanced,351,33,14,38,10,446,-
スーパーシンメトリー,dx,expert,434,85,59,78,17,673,はっぴー
スーパーシンメトリー,dx,master,753,46,131,76,20,1026,ロシェ@ペンギン
セイクリッド　ルイン,std,basic,255,40,15,NULL,7,317,-
セイクリッド　ルイン,std,advanced,401,35,13,NULL,37,486,-
セイクリッド　ルイン,std,expert,418,34,92,NULL,50,594,LabiLabi
セイクリッド　ルイン,std,master,744,33,160,NULL,34,971,Jack
セカイ,dx,basic,82,4,4,8,4,102,-
セカイ,dx,advanced,170,10,6,21,4,211,-
セカイ,dx,expert,254,39,33,16,18,360,小鳥遊さん
セカイ,dx,master,402,41,34,46,30,553,うさぎランドリー
セカイはまだ始まってすらいない,dx,basic,83,4,3,6,4,100,-
セカイはまだ始まってすらいない,dx,advanced,202,8,20,8,18,256,-
セカイはまだ始まってすらいない,dx,expert,268,21,26,11,52,378,翠楼屋
セカイはまだ始まってすらいない,dx,master,344,48,76,48,20,536,小鳥遊さん
セガサターン起動音[H.][Remix],std,basic,42,10,4,NULL,4,60,-
セガサターン起動音[H.][Remix],std,advanced,137,10,10,NULL,9,166,-
セガサターン起動音[H.][Remix],std,expert,192,37,14,NULL,13,256,mai-Star
セガサターン起動音[H.][Remix],std,master,271,4,72,NULL,21,368,はっぴー
セツナトリップ,std,basic,118,15,12,NULL,12,157,-
セツナトリップ,std,advanced,204,14,11,NULL,6,235,-
セツナトリップ,std,expert,347,48,47,NULL,18,460,mai-Star
セツナトリップ,std,master,563,23,54,NULL,33,673,mai-Star
セツナトリップ,dx,basic,88,8,4,8,6,114,-
セツナトリップ,dx,advanced,208,16,12,43,7,286,-
